scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S1,ns3::TcpLinuxReno,run_001,42,73677324,49242,49122,36,9.823643,105.418526,0.000731,0.875053,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
