scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S4,ns3::TcpCubic,run_001,42,41136108,27538,27426,45,5.484814,123.922922,0.001634,0.432140,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
