scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S2,ns3::TcpBbr,run_001,42,2890560,1960,1929,31,0.385408,148.652905,0.015816,-0.169173,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
