scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S2,ns3::TcpLinuxReno,run_001,42,73457740,49145,48974,67,9.794365,129.443237,0.001363,0.922656,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
