scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S1,ns3::TcpBbr,run_001,42,72955608,48655,48639,0,9.727414,25.885311,0.000000,0.946856,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
