scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S2,ns3::TcpCubic,run_001,42,71906448,48487,47943,429,9.587526,156.271566,0.008848,0.818185,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
