scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S1,ns3::TcpCubic,run_001,42,74208108,49601,49474,25,9.894414,117.668105,0.000504,0.884401,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
