scenario_id,method,run_id,seed,rx_bytes,tx_packets,rx_packets,lost_packets,throughput_mbps,avg_delay_ms,loss_rate,utility_score,sim_duration,flow_count,ns3_version,tcp_variant_found,notes
S3,ns3::TcpLinuxReno,run_001,42,73572660,49126,49052,33,9.809688,61.477284,0.000672,0.912774,60.000000,1,3.40,YES,delay_estimate_method:delaySum_per_packet
