scenario_id,method,run_id,seed,throughput_mbps,avg_delay_ms,loss_rate,utility_score,episode_reward,n_eval_episodes,deterministic,model_path,action_0_decrease_pct,action_1_keep_pct,action_2_increase_pct,notes
S1,DQN,eval_mean,42,9.877090909090908,115.2501857070707,0.004040393939393939,0.8998852055435153,84.40207009762526,5,True,/mnt/c/Users/donuop/Documents/grassland/ns3-drl-congestion-control/experiments/drl/models/dqn_s1_seed42.zip,0.0,0.0,1.0,delay_estimate_method:delaySum_per_packet; action=sender-side-rate-control
S2,DQN,eval_mean,42,9.786424242424243,148.81609929292927,0.05537046464646465,0.7573970273889676,85.86004913598299,5,True,experiments/drl/models/dqn_s2_seed42.zip,0.13131313131313133,0.0,0.8686868686868687,delay_estimate_method:delaySum_per_packet; action=sender-side-rate-control
