episode,step,action,reward,throughput_mbps,delay_ms,loss_rate,utility_score,obs_t_norm,obs_d_norm,obs_l_norm,obs_c_norm,obs_a_norm,terminated
289,1,2,0.740926206111908,7.632,66.821262,0.0,0.7297893546521663,0.7631999850273132,0.22273753583431244,0.0,0.6000000238418579,1.0,False
289,2,2,0.6925860047340393,7.104,53.44192,0.0,0.6836790256202221,0.7103999853134155,0.17813973128795624,0.0,0.699999988079071,1.0,False
289,3,2,0.8005860447883606,8.184,53.44192,0.0,0.7916790656745434,0.8184000253677368,0.17813973128795624,0.0,0.800000011920929,1.0,False
289,4,2,0.9037860035896301,9.216,53.44192,0.0,0.8948790244758129,0.9215999841690063,0.17813973128795624,0.0,0.8999999761581421,1.0,False
289,5,2,0.9709799885749817,9.912,60.659981,0.0,0.9608699798583984,0.9911999702453613,0.20219993591308594,0.0,1.0,1.0,False
289,6,2,0.9671139717102051,9.984,93.857931,0.0,0.9514710068702698,0.9983999729156494,0.31285977363586426,0.0,1.0,1.0,False
289,7,2,0.8663425445556641,9.984,164.064021,0.007737,0.8389985216781497,0.9983999729156494,0.5468800663948059,0.007736944127827883,1.0,1.0,False
289,8,2,0.5111461281776428,9.984,241.665904,0.04067,0.49170142561197283,0.9983999729156494,0.8055530190467834,0.04066985473036766,1.0,1.0,False
289,9,2,0.38321223855018616,9.984,269.476285,0.052536,0.37303766757249834,0.9983999729156494,0.8982542753219604,0.05253623053431511,1.0,1.0,False
289,10,0,-0.09433609992265701,9.984,359.005189,0.099274,-0.09433609843254087,0.9983999729156494,1.0,0.09927360713481903,1.0,0.0,False
289,11,2,-1.0,7.92,288.445246,0.172727,-1.0352727234363557,0.7919999957084656,0.9614841341972351,0.17272727191448212,1.0,1.0,False
289,12,0,0.8907635807991028,9.192,85.309313,0.0,0.8765453472733498,0.9192000031471252,0.28436437249183655,0.0,1.0,0.0,False
289,13,0,0.954430878162384,9.984,131.907284,0.0,0.9324463307857513,0.9983999729156494,0.4396909475326538,0.0,1.0,0.0,False
289,14,2,0.8811853528022766,9.984,162.170241,0.006316,0.8541569577530026,0.9983999729156494,0.5405674576759338,0.0063157896511256695,1.0,1.0,False
289,15,2,0.5768463015556335,9.984,213.259032,0.035047,0.5479326710104943,0.9983999729156494,0.7108634114265442,0.03504673019051552,1.0,1.0,False
289,16,2,0.7739059925079346,9.984,184.351474,0.016304,0.7431807562708854,0.9983999729156494,0.6145049333572388,0.016304347664117813,1.0,1.0,False
289,17,2,0.9488314390182495,9.984,148.705574,0.0,0.9240471854805946,0.9983999729156494,0.49568524956703186,0.0,1.0,1.0,False
289,18,2,0.9471285939216614,10.008,158.614286,0.0,0.9206928551197052,1.0,0.5287142992019653,0.0,1.0,1.0,False
289,19,2,0.9424703121185303,9.984,167.788968,0.0,0.9145054906606674,0.9983999729156494,0.5592965483665466,0.0,1.0,1.0,False
289,20,2,0.9162101745605469,9.984,175.310522,0.002375,0.8869917416013777,0.9983999729156494,0.5843684077262878,0.0023752970155328512,1.0,1.0,False
289,21,2,0.8885485529899597,9.984,164.264979,0.00551,0.861171067878604,0.9983999729156494,0.5475499033927917,0.005509641952812672,1.0,1.0,False
289,22,2,0.9605045318603516,9.984,113.686301,0.0,0.9415568247437477,0.9983999729156494,0.37895432114601135,0.0,1.0,1.0,False
289,23,2,0.9574999213218689,9.984,122.700083,0.0,0.9370499312877655,0.9983999729156494,0.4090002775192261,0.0,1.0,1.0,False
289,24,2,0.954908013343811,9.984,130.475822,0.0,0.933162060379982,0.9983999729156494,0.43491941690444946,0.0,1.0,1.0,False
289,25,2,0.9528206586837769,9.984,136.738006,0.0,0.930030970275402,0.9983999729156494,0.4557933509349823,0.0,1.0,1.0,False
289,26,2,0.95140141248703,9.984,140.995598,0.0,0.9279021725058556,0.9983999729156494,0.46998533606529236,0.0,1.0,1.0,False
289,27,2,0.9519791603088379,10.008,144.062535,0.0,0.9279687315225601,1.0,0.48020845651626587,0.0,1.0,1.0,False
289,28,2,0.9498628377914429,9.984,145.61136,0.0,0.9255942925810814,0.9983999729156494,0.4853712022304535,0.0,1.0,1.0,False
