episode,step,action,reward,throughput_mbps,delay_ms,loss_rate,utility_score,obs_t_norm,obs_d_norm,obs_l_norm,obs_c_norm,obs_a_norm,terminated
57,1,2,0.6057580709457397,6.192,13.44192,0.0,0.612479031085968,0.6191999912261963,0.13441920280456543,0.0,0.6000000238418579,1.0,False
57,2,2,0.706558108329773,7.2,13.44192,0.0,0.7132790684700012,0.7200000286102295,0.13441920280456543,0.0,0.699999988079071,1.0,False
57,3,0,0.6105580925941467,6.24,13.44192,0.0,0.617279052734375,0.6240000128746033,0.13441920280456543,0.0,0.6000000238418579,0.0,False
57,4,1,0.6081580519676208,6.216,13.44192,0.0,0.6148790121078491,0.6215999722480774,0.13441920280456543,0.0,0.6000000238418579,0.5,False
57,5,0,0.5073580741882324,5.208,13.44192,0.0,0.5140790343284607,0.520799994468689,0.13441920280456543,0.0,0.5,0.0,False
57,6,2,0.6057580709457397,6.192,13.44192,0.0,0.612479031085968,0.6191999912261963,0.13441920280456543,0.0,0.6000000238418579,1.0,False
57,7,2,0.708958089351654,7.224,13.44192,0.0,0.7156790494918823,0.7224000096321106,0.13441920280456543,0.0,0.699999988079071,1.0,False
57,8,0,0.6105580925941467,6.24,13.44192,0.0,0.617279052734375,0.6240000128746033,0.13441920280456543,0.0,0.6000000238418579,0.0,False
57,9,2,0.708958089351654,7.224,13.44192,0.0,0.7156790494918823,0.7224000096321106,0.13441920280456543,0.0,0.699999988079071,1.0,False
57,10,1,0.708958089351654,7.224,13.44192,0.0,0.7156790494918823,0.7224000096321106,0.13441920280456543,0.0,0.699999988079071,0.5,False
57,11,2,0.8121581077575684,8.256,13.44192,0.0,0.8188790678977966,0.8256000280380249,0.13441920280456543,0.0,0.800000011920929,1.0,False
57,12,2,0.9153580665588379,9.288,13.44192,0.0,0.9220790266990662,0.9287999868392944,0.13441920280456543,0.0,0.8999999761581421,1.0,False
57,13,2,0.9740419387817383,9.96,21.958045,0.0,0.9850209690630436,0.9959999918937683,0.21958045661449432,0.0,1.0,1.0,False
57,14,2,0.9395455121994019,9.984,58.854444,0.0,0.9689727514982224,0.9983999729156494,0.5885444283485413,0.0,1.0,1.0,False
57,15,2,0.8182396292686462,9.984,131.80252,0.008016,0.868239651247859,0.9983999729156494,1.0,0.008016032166779041,1.0,1.0,False
57,16,2,0.490726113319397,9.984,191.105114,0.040767,0.5407261073589325,0.9983999729156494,1.0,0.04076738655567169,1.0,1.0,False
57,17,2,0.20232555270195007,10.008,170.3061,0.069767,0.25232554674148555,1.0,1.0,0.06976744532585144,1.0,1.0,False
57,18,2,0.8450323939323425,9.192,74.167593,0.0,0.8821162074804306,0.9192000031471252,0.7416759133338928,0.0,1.0,1.0,False
57,19,2,0.4951741695404053,9.984,133.248779,0.040323,0.545174178481102,0.9983999729156494,1.0,0.04032257944345474,1.0,1.0,False
57,20,1,0.06107936054468155,9.984,165.284368,0.083732,0.11107936203479762,0.9983999729156494,1.0,0.08373206108808517,1.0,0.5,False
57,21,2,0.8983999490737915,9.984,138.171335,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,22,2,0.8322699666023254,8.976,65.330032,0.0,0.8649349778890609,0.897599995136261,0.6533003449440002,0.0,1.0,1.0,False
57,23,0,0.5579744577407837,9.984,126.997445,0.034043,0.6079744517803192,0.9983999729156494,1.0,0.03404255211353302,1.0,0.0,False
57,24,0,0.4993974566459656,9.984,145.672571,0.0399,0.5493974655866622,0.9983999729156494,1.0,0.03990025073289871,1.0,0.0,False
57,25,2,0.8983999490737915,9.984,120.804959,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,26,2,0.8983999490737915,9.984,128.858868,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,27,2,0.8983999490737915,9.984,135.115275,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,28,2,0.845768392086029,9.984,137.422584,0.005263,0.8957683917135,0.9983999729156494,1.0,0.005263158120214939,1.0,1.0,False
57,29,2,0.9037636518478394,10.008,96.236374,0.0,0.9518818140029908,1.0,0.9623637199401855,0.0,1.0,1.0,False
57,30,0,0.8983999490737915,9.984,103.347975,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,31,0,0.8983999490737915,9.984,109.096014,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,32,0,0.8983999490737915,9.984,113.630898,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,0.8999999761581421,0.0,False
57,33,2,0.8983999490737915,9.984,115.91856,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,34,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,35,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,36,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,37,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,38,2,0.8999999761581421,10.008,117.118719,0.0,0.95,1.0,1.0,0.0,1.0,1.0,False
57,39,2,0.8983999490737915,9.984,117.986698,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,40,2,0.8983999490737915,9.984,120.268583,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,41,0,0.8983999490737915,9.984,123.717406,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,42,2,0.8983999490737915,9.984,128.991737,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,43,2,0.8512301445007324,9.984,136.293768,0.004717,0.9012301608920097,0.9983999729156494,1.0,0.004716981202363968,1.0,1.0,False
57,44,0,0.8724932670593262,9.984,115.072885,0.002591,0.9224932378157973,0.9983999729156494,1.0,0.0025906735099852085,1.0,0.0,False
57,45,1,0.8983999490737915,9.984,108.044614,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.5,False
57,46,0,0.8983999490737915,9.984,119.459814,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,47,2,0.8999999761581421,10.008,128.284666,0.0,0.95,1.0,1.0,0.0,1.0,1.0,False
57,48,2,0.8983999490737915,9.984,134.889975,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,49,2,0.8720842003822327,9.984,138.396143,0.002632,0.9220841823145747,0.9983999729156494,1.0,0.0026315790601074696,1.0,1.0,False
57,50,1,0.900012731552124,9.984,98.387213,0.0,0.9492063671350479,0.9983999729156494,0.98387211561203,0.0,1.0,0.5,False
57,51,2,0.8983999490737915,9.984,104.838422,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,52,2,0.8983999490737915,9.984,110.21096,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,53,0,0.8983999490737915,9.984,114.150822,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,54,0,0.8983999490737915,9.984,116.328722,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,55,1,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.5,False
57,56,2,0.8999999761581421,10.008,117.121601,0.0,0.95,1.0,1.0,0.0,1.0,1.0,False
57,57,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,58,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,59,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,60,1,0.8983999490737915,9.984,118.454629,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.5,False
57,61,2,0.8983999490737915,9.984,120.736514,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,62,2,0.8983999490737915,9.984,124.63016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,63,2,0.8983999490737915,9.984,130.245329,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,64,2,0.8220641016960144,9.984,137.813098,0.007634,0.8720640948042273,0.9983999729156494,1.0,0.007633587811142206,1.0,1.0,False
57,65,2,0.8999999761581421,10.008,107.653521,0.0,0.95,1.0,1.0,0.0,1.0,1.0,False
57,66,2,0.8983999490737915,9.984,110.51136,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,67,1,0.8983999490737915,9.984,121.383529,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.5,False
57,68,1,0.8983999490737915,9.984,129.742737,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.5,False
57,69,0,0.8983999490737915,9.984,135.924045,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,70,2,0.872290313243866,9.984,130.047215,0.002611,0.9222903119400143,0.9983999729156494,1.0,0.002610966097563505,1.0,1.0,False
57,71,2,0.8985354900360107,9.984,99.864491,0.0,0.9484677284955978,0.9983999729156494,0.9986448884010315,0.0,1.0,1.0,False
57,72,2,0.8983999490737915,9.984,105.826275,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,73,2,0.8983999490737915,9.984,111.048614,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,74,2,0.8999999761581421,10.008,114.69823,0.0,0.95,1.0,1.0,0.0,1.0,1.0,False
57,75,2,0.8983999490737915,9.984,116.565575,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,76,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,77,0,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,78,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,79,1,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.5,False
57,80,2,0.8983999490737915,9.984,117.247252,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,81,2,0.8983999490737915,9.984,118.795468,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,82,2,0.8983999490737915,9.984,121.406637,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,83,0,0.8999999761581421,10.008,125.552972,0.0,0.95,1.0,1.0,0.0,1.0,0.0,False
57,84,2,0.8983999490737915,9.984,131.591352,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,85,1,0.8200709819793701,9.984,139.132904,0.007833,0.8700709946453571,0.9983999729156494,1.0,0.007832897827029228,1.0,0.5,False
57,86,2,0.8983999490737915,9.984,100.616357,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,87,2,0.8983999490737915,9.984,112.845237,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,88,2,0.8983999490737915,9.984,123.191706,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,89,0,0.8983999490737915,9.984,131.111868,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,90,1,0.8745336532592773,9.984,136.894568,0.002387,0.9245336235500872,0.9983999729156494,1.0,0.00238663493655622,1.0,0.5,False
57,91,2,0.8983999490737915,9.984,121.869981,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,92,2,0.8999999761581421,10.008,101.134846,0.0,0.95,1.0,1.0,0.0,1.0,1.0,False
57,93,2,0.8983999490737915,9.984,106.90656,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,94,0,0.8983999490737915,9.984,111.845829,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,95,1,0.8983999490737915,9.984,115.16756,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.5,False
57,96,2,0.8983999490737915,9.984,116.802429,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,97,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,False
57,98,0,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,0.0,False
57,99,2,0.8983999490737915,9.984,117.12016,0.0,0.9483999729156494,0.9983999729156494,1.0,0.0,1.0,1.0,True
