episode,step,action,reward,throughput_mbps,delay_ms,loss_rate,utility_score,obs_t_norm,obs_d_norm,obs_l_norm,obs_c_norm,obs_a_norm,terminated
130,1,2,0.740926206111908,7.632,66.821262,0.0,0.7297893546521663,0.7631999850273132,0.22273753583431244,0.0,0.6000000238418579,1.0,False
130,2,2,0.6925860047340393,7.104,53.44192,0.0,0.6836790256202221,0.7103999853134155,0.17813973128795624,0.0,0.699999988079071,1.0,False
130,3,2,0.8005860447883606,8.184,53.44192,0.0,0.7916790656745434,0.8184000253677368,0.17813973128795624,0.0,0.800000011920929,1.0,False
130,4,2,0.9037860035896301,9.216,53.44192,0.0,0.8948790244758129,0.9215999841690063,0.17813973128795624,0.0,0.8999999761581421,1.0,False
130,5,2,0.9709799885749817,9.912,60.659981,0.0,0.9608699798583984,0.9911999702453613,0.20219993591308594,0.0,1.0,1.0,False
130,6,2,0.9671139717102051,9.984,93.857931,0.0,0.9514710068702698,0.9983999729156494,0.31285977363586426,0.0,1.0,1.0,False
130,7,2,0.8663425445556641,9.984,164.064021,0.007737,0.8389985216781497,0.9983999729156494,0.5468800663948059,0.007736944127827883,1.0,1.0,False
130,8,2,0.5111461281776428,9.984,241.665904,0.04067,0.49170142561197283,0.9983999729156494,0.8055530190467834,0.04066985473036766,1.0,1.0,False
130,9,2,0.38321223855018616,9.984,269.476285,0.052536,0.37303766757249834,0.9983999729156494,0.8982542753219604,0.05253623053431511,1.0,1.0,False
130,10,0,-0.09433609992265701,9.984,359.005189,0.099274,-0.09433609843254087,0.9983999729156494,1.0,0.09927360713481903,1.0,0.0,False
130,11,2,-1.0,7.92,288.445246,0.172727,-1.0352727234363557,0.7919999957084656,0.9614841341972351,0.17272727191448212,1.0,1.0,False
130,12,0,0.8907635807991028,9.192,85.309313,0.0,0.8765453472733498,0.9192000031471252,0.28436437249183655,0.0,1.0,0.0,False
130,13,2,0.5416808724403381,9.984,153.941055,0.040541,0.5160240560770035,0.9983999729156494,0.5131368637084961,0.04054053872823715,1.0,1.0,False
130,14,0,-0.16050930321216583,9.984,206.585747,0.109005,-0.1916473865509033,0.9983999729156494,0.6886191368103027,0.10900473594665527,1.0,0.0,False
130,15,2,0.9390926957130432,9.984,177.921758,0.0,0.909439092874527,0.9983999729156494,0.5930725336074829,0.0,1.0,1.0,False
130,16,2,0.5295230746269226,5.856,168.230872,0.0,0.5014845848083496,0.5856000185012817,0.5607695579528809,0.0,1.0,1.0,False
130,17,0,0.8260958194732666,8.544,84.912418,0.0,0.8119437709450722,0.8543999791145325,0.283041387796402,0.0,1.0,0.0,False
130,18,2,0.9274106621742249,9.984,148.312778,0.002155,0.9026918617077172,0.9983999729156494,0.49437591433525085,0.0021551724057644606,1.0,1.0,False
130,19,2,0.859012246131897,9.984,173.597949,0.008152,0.8300792597234249,0.9983999729156494,0.5786598324775696,0.008152173832058907,1.0,1.0,False
130,20,2,0.9570499062538147,9.984,124.050128,0.0,0.9363749086856842,0.9983999729156494,0.41350042819976807,0.0,1.0,1.0,False
130,21,2,0.9519810676574707,9.984,139.256745,0.0,0.9287716016173363,0.9983999729156494,0.4641891419887543,0.0,1.0,1.0,False
130,22,2,0.9472131729125977,9.984,153.560406,0.0,0.9216197729110718,0.9983999729156494,0.5118680000305176,0.0,1.0,1.0,False
130,23,1,0.9432656168937683,9.984,165.403098,0.0,0.9156984210014343,0.9983999729156494,0.5513436794281006,0.0,1.0,0.5,False
130,24,2,0.9179300665855408,10.008,175.119717,0.00237,0.8887434616684914,1.0,0.5837323665618896,0.002369668334722519,1.0,1.0,False
130,25,2,0.8649246692657471,9.984,153.850607,0.008219,0.8392828870564699,0.9983999729156494,0.5128353834152222,0.008219177834689617,1.0,1.0,False
130,26,2,0.95946204662323,9.984,116.813795,0.0,0.9399930745363235,0.9983999729156494,0.3893793225288391,0.0,1.0,1.0,False
130,27,2,0.956508219242096,9.984,125.675198,0.0,0.9355623736977577,0.9983999729156494,0.41891732811927795,0.0,1.0,1.0,False
130,28,2,0.9540106654167175,9.984,133.167868,0.0,0.9318160384893417,0.9983999729156494,0.4438928961753845,0.0,1.0,1.0,False
130,29,2,0.9520330429077148,9.984,139.100768,0.0,0.9288495868444443,0.9983999729156494,0.4636692404747009,0.0,1.0,1.0,False
130,30,2,0.9507313370704651,9.984,143.005968,0.0,0.9268969878554344,0.9983999729156494,0.4766865670681,0.0,1.0,1.0,False
130,31,2,0.9498031735420227,9.984,145.790445,0.0,0.9255047515034676,0.9983999729156494,0.48596814274787903,0.0,1.0,1.0,False
130,32,2,0.9494622945785522,9.984,146.81296,0.0,0.9249934911727905,0.9983999729156494,0.4893765449523926,0.0,1.0,1.0,False
130,33,2,0.951062798500061,10.008,146.811519,0.0,0.9265942424535751,1.0,0.48937171697616577,0.0,1.0,1.0,False
130,34,2,0.9494622945785522,9.984,146.81296,0.0,0.9249934911727905,0.9983999729156494,0.4893765449523926,0.0,1.0,1.0,False
130,35,2,0.9494622945785522,9.984,146.81296,0.0,0.9249934911727905,0.9983999729156494,0.4893765449523926,0.0,1.0,1.0,False
130,36,2,0.9494622945785522,9.984,146.81296,0.0,0.9249934911727905,0.9983999729156494,0.4893765449523926,0.0,1.0,1.0,False
130,37,2,0.9490309953689575,9.984,148.106991,0.0,0.924346475303173,0.9983999729156494,0.49368998408317566,0.0,1.0,1.0,False
130,38,2,0.9482665061950684,9.984,150.400429,0.0,0.9231997549533844,0.9983999729156494,0.5013347864151001,0.0,1.0,1.0,False
130,39,2,0.9469839930534363,9.984,154.24786,0.0,0.9212760388851166,0.9983999729156494,0.5141595602035522,0.0,1.0,1.0,False
130,40,2,0.9451277256011963,9.984,159.816814,0.0,0.9184915661811829,0.9983999729156494,0.5327227115631104,0.0,1.0,1.0,False
130,41,2,0.9425569772720337,9.984,167.529006,0.0,0.9146354705095291,0.9983999729156494,0.558430016040802,0.0,1.0,1.0,False
130,42,2,0.8701890110969543,10.008,176.667101,0.007092,0.8407444693148136,1.0,0.5888903141021729,0.007092198356986046,1.0,1.0,False
130,43,2,0.9226686954498291,9.984,145.226555,0.002732,0.8984642927534878,0.9983999729156494,0.4840885102748871,0.0027322403620928526,1.0,1.0,False
130,44,2,0.9576859474182129,9.984,122.142075,0.0,0.9373289346694946,0.9983999729156494,0.40714025497436523,0.0,1.0,1.0,False
130,45,2,0.9527127742767334,9.984,137.061514,0.0,0.9298692151904107,0.9983999729156494,0.45687171816825867,0.0,1.0,1.0,False
130,46,2,0.9483820199966431,9.984,150.053814,0.0,0.92337307035923,0.9983999729156494,0.5001793503761292,0.0,1.0,1.0,False
130,47,2,0.9447387456893921,9.984,160.983752,0.0,0.9179080963134766,0.9983999729156494,0.5366125106811523,0.0,1.0,1.0,False
130,48,2,0.9419273138046265,9.984,169.41806,0.0,0.9136909395456314,0.9983999729156494,0.5647268891334534,0.0,1.0,1.0,False
130,49,2,0.9160541892051697,9.984,175.778452,0.002375,0.8867577725090087,0.9983999729156494,0.585928201675415,0.0023752970155328512,1.0,1.0,False
130,50,2,0.9170453548431396,9.984,161.41918,0.002755,0.8901421716436744,0.9983999729156494,0.5380639433860779,0.002754820976406336,1.0,1.0,False
130,51,2,0.9612457156181335,10.008,116.262914,0.0,0.9418685421347618,1.0,0.38754305243492126,0.0,1.0,1.0,False
130,52,2,0.9566931128501892,9.984,125.120614,0.0,0.9358396649360656,0.9983999729156494,0.4170687198638916,0.0,1.0,1.0,False
130,53,2,0.9543091654777527,9.984,132.272445,0.0,0.9322637528181076,0.9983999729156494,0.44090813398361206,0.0,1.0,1.0,False
130,54,2,0.9523257613182068,9.984,138.222675,0.0,0.9292886331677437,0.9983999729156494,0.4607422649860382,0.0,1.0,1.0,False
130,55,2,0.9510895013809204,9.984,141.93146,0.0,0.9274342432618141,0.9983999729156494,0.473104864358902,0.0,1.0,1.0,False
130,56,2,0.9501516819000244,9.984,144.744822,0.0,0.926027563214302,0.9983999729156494,0.4824827313423157,0.0,1.0,1.0,False
130,57,2,0.9498628377914429,9.984,145.61136,0.0,0.9255942925810814,0.9983999729156494,0.4853712022304535,0.0,1.0,1.0,False
130,58,2,0.9498628377914429,9.984,145.61136,0.0,0.9255942925810814,0.9983999729156494,0.4853712022304535,0.0,1.0,1.0,False
130,59,2,0.9498628377914429,9.984,145.61136,0.0,0.9255942925810814,0.9983999729156494,0.4853712022304535,0.0,1.0,1.0,False
130,60,2,0.9514633417129517,10.008,145.609919,0.0,0.9271950393915176,1.0,0.4853664040565491,0.0,1.0,1.0,False
130,61,2,0.9498628377914429,9.984,145.61136,0.0,0.9255942925810814,0.9983999729156494,0.4853712022304535,0.0,1.0,1.0,False
130,62,2,0.9493699073791504,9.984,147.090252,0.0,0.9248548477888108,0.9983999729156494,0.49030083417892456,0.0,1.0,1.0,False
130,63,2,0.948591947555542,9.984,149.424129,0.0,0.9236879080533982,0.9983999729156494,0.49808043241500854,0.0,1.0,1.0,False
130,64,2,0.9472671151161194,9.984,153.398652,0.0,0.9217006504535675,0.9983999729156494,0.5113288164138794,0.0,1.0,1.0,False
130,65,2,0.9453510642051697,9.984,159.146691,0.0,0.9188266277313233,0.9983999729156494,0.5304889678955078,0.0,1.0,1.0,False
130,66,2,0.9427303075790405,9.984,167.009083,0.0,0.9148954302072525,0.9983999729156494,0.5566969513893127,0.0,1.0,1.0,False
